,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
98,Coty Clarke\clarkco01,23,BOS,NBA,2015-16,3,0,2,0.7,1.3,0,0.7,0.7,0.7,0,0,0,0.3,0.3,0,0,0,0.3,0,2,0.5,0,1,0.75,,0.75
99,Pat Connaughton\connapa01,23,POR,NBA,2015-16,34,0,4.2,0.4,1.4,0.2,0.8,0.1,0.6,0.1,0.1,0.3,0.6,0.9,0.3,0.1,0,0.3,0.2,1.1,0.265,0.286,0.238,0.316,1,0.352
100,Branden Dawson\dawsobr01,22,LAC,NBA,2015-16,6,0,4.8,0.3,0.8,0.3,0.8,0,0,0.2,0.2,0.3,0.3,0.7,0,0,0.2,0,0.3,0.8,0.4,0.4,,0.4,1,0.46
101,Bryce Dejean-Jones\dejeabr01,23,NOP,NBA,2015-16,14,11,19.9,2,4.9,1.1,2.6,0.9,2.3,0.8,1.5,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,5.6,0.406,0.432,0.375,0.493,0.524,0.505
102,Sam Dekker\dekkesa01,21,HOU,NBA,2015-16,3,0,2,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0,0,,,,,,
103,Duje Dukan\dukandu01,24,SAC,NBA,2015-16,1,0,24,2,10,0,5,2,5,0,0,2,2,4,1,1,0,0,2,6,0.2,0,0.4,0.3,,0.3
104,Jarell Eddie\eddieja01,24,WAS,NBA,2015-16,26,0,5.7,0.8,2.5,0.2,0.7,0.6,1.8,0.3,0.3,0.1,0.8,0.9,0.2,0.2,0,0,0.2,2.4,0.308,0.278,0.319,0.423,1,0.46
105,Cristiano Felicio\feliccr01,23,CHI,NBA,2015-16,31,4,10.4,1.3,2.3,1.3,2.2,0,0.1,0.8,1.1,1,2.3,3.3,0.8,0.2,0.4,0.4,1,3.4,0.556,0.588,0,0.556,0.714,0.601
106,Jerian Grant\grantje02,23,NYK,NBA,2015-16,76,6,16.6,2,5.1,1.7,3.8,0.3,1.3,1.3,1.6,0.3,1.6,1.9,2.3,0.7,0.1,1.1,1.3,5.6,0.394,0.454,0.22,0.422,0.78,0.479
107,Montrezl Harrell\harremo01,22,HOU,NBA,2015-16,39,1,9.7,1.5,2.3,1.5,2.3,0,0,0.6,1.2,0.6,1,1.7,0.4,0.3,0.3,0.4,1.2,3.6,0.644,0.652,0,0.644,0.522,0.635
108,Aaron Harrison\harriaa01,21,CHO,NBA,2015-16,21,0,4.4,0.2,0.9,0.1,0.4,0.1,0.5,0.2,0.6,0.2,0.5,0.7,0.1,0.3,0,0.2,0.5,0.9,0.263,0.222,0.3,0.342,0.417,0.371
109,Mario Hezonja\hezonma01,20,ORL,NBA,2015-16,79,9,17.9,2.3,5.3,1.4,2.9,0.8,2.4,0.6,0.7,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1,0.433,0.504,0.349,0.513,0.907,0.541
110,Darrun Hilliard\hillida01,22,DET,NBA,2015-16,38,2,10.1,1.4,3.4,0.9,2.1,0.5,1.3,0.8,1.1,0.1,1.1,1.2,0.7,0.2,0,0.5,0.7,4,0.397,0.407,0.38,0.469,0.725,0.511
111,Rondae Hollis-Jefferson\holliro01,21,BRK,NBA,2015-16,29,17,21.2,2.2,4.8,2,4.3,0.1,0.5,1.3,1.8,1.3,4,5.3,1.5,1.3,0.6,0.9,2.1,5.8,0.457,0.476,0.286,0.471,0.712,0.519
112,Richaun Holmes\holmeri01,22,PHI,NBA,2015-16,51,1,13.8,2.2,4.4,2.1,3.5,0.2,0.9,1,1.5,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,0.514,0.596,0.182,0.532,0.689,0.564
113,Marcelo Huertas\huertma01,32,LAL,NBA,2015-16,53,0,16.4,1.8,4.3,1.5,3.2,0.3,1.2,0.5,0.5,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5,0.422,0.479,0.262,0.457,0.931,0.488
114,Josh Huestis\huestjo01,24,OKC,NBA,2015-16,5,0,11,1,2.4,0.2,1.2,0.8,1.2,0,0.8,0.4,1.6,2,0,0.2,0.4,0.6,0.6,2.8,0.417,0.167,0.667,0.583,0,0.509
115,R.J. Hunter\hunterj01,22,BOS,NBA,2015-16,36,0,8.8,1,2.7,0.5,1,0.5,1.8,0.2,0.2,0.1,1,1,0.4,0.4,0.1,0.3,0.8,2.7,0.367,0.486,0.302,0.464,0.857,0.48
116,Damien Inglis\inglida01,20,MIL,NBA,2015-16,20,1,7.8,0.7,1.9,0.5,1.2,0.2,0.7,0.4,0.4,0.1,1.5,1.6,0.5,0.3,0.2,0.6,0.6,1.8,0.351,0.417,0.231,0.392,0.875,0.444
117,Stanley Johnson\johnsst04,19,DET,NBA,2015-16,73,6,23.1,3.1,8.2,2.2,5.4,0.9,2.8,1.1,1.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,0.375,0.41,0.307,0.428,0.784,0.46
118,Nikola Jokic\jokicni01,20,DEN,NBA,2015-16,80,55,21.7,3.8,7.5,3.5,6.5,0.4,1.1,1.9,2.4,2.3,4.7,7,2.4,1,0.6,1.3,2.6,10,0.512,0.541,0.333,0.535,0.811,0.582
119,Tyus Jones\jonesty01,19,MIN,NBA,2015-16,37,0,15.5,1.5,4.2,1.1,2.8,0.4,1.4,0.8,1.1,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,0.359,0.388,0.302,0.41,0.718,0.45
120,Frank Kaminsky\kaminfr01,22,CHO,NBA,2015-16,81,3,21.1,2.7,6.5,1.8,4,0.8,2.5,1.3,1.8,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,0.41,0.455,0.337,0.474,0.73,0.513
121,Sasha Kaun\kaunsa01,30,CLE,NBA,2015-16,25,0,3.8,0.4,0.7,0.4,0.7,0,0,0.2,0.4,0.5,0.6,1,0.1,0.2,0.2,0.3,0.4,0.9,0.529,0.529,,0.529,0.455,0.527
122,Kevon Looney\looneke01,19,GSW,NBA,2015-16,5,0,4.2,0.8,1.4,0.6,1,0.2,0.4,0,0,0.8,1.2,2,0,0,0,0.2,0.4,1.8,0.571,0.6,0.5,0.643,,0.643
123,Trey Lyles\lylestr01,20,UTA,NBA,2015-16,80,33,17.3,2.4,5.5,1.8,3.9,0.6,1.6,0.7,1,0.7,3,3.7,0.7,0.3,0.2,0.8,1.4,6.1,0.438,0.461,0.383,0.494,0.695,0.517
124,Boban Marjanovic\marjabo01,27,SAS,NBA,2015-16,54,4,9.4,1.9,3.2,1.9,3.2,0,0,1.6,2.1,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1,5.5,0.603,0.603,,0.603,0.763,0.662
125,Jarell Martin\martija01,21,MEM,NBA,2015-16,27,0,14.1,2,4.3,2,4.2,0,0.1,1.7,2.3,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7,0.466,0.474,0,0.466,0.726,0.534
126,T.J. McConnell\mccontj01,23,PHI,NBA,2015-16,81,17,19.8,2.7,5.7,2.3,4.6,0.4,1.1,0.3,0.5,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1,0.47,0.499,0.348,0.503,0.634,0.511
127,Chris McCullough\mcculch01,20,BRK,NBA,2015-16,24,4,15.1,1.8,4.5,1.3,3.1,0.5,1.4,0.5,1,1,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7,0.404,0.413,0.382,0.463,0.478,0.47
128,Jordan McRae\mcraejo01,24,TOT,NBA,2015-16,22,1,8.9,1.5,3.5,1.1,2.5,0.5,1,1,1.3,0.2,0.7,0.9,1.1,0.1,0,0.7,0.8,4.5,0.436,0.429,0.455,0.5,0.75,0.548
129,Salah Mejri\mejrisa01,29,DAL,NBA,2015-16,34,6,11.7,1.4,2.3,1.4,2.3,0,0,0.8,1.4,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7,0.628,0.636,0,0.628,0.587,0.636
130,Jordan Mickey\mickejo01,21,BOS,NBA,2015-16,16,0,3.6,0.5,1.4,0.5,1.4,0,0,0.3,0.6,0.4,0.4,0.8,0.1,0,0.7,0.1,0.3,1.3,0.364,0.364,,0.364,0.5,0.398
131,Luis Montero\montelu01,22,POR,NBA,2015-16,12,0,3.5,0.4,1.6,0.3,0.8,0.1,0.8,0.3,0.3,0,0.3,0.3,0.1,0,0,0.3,0.1,1.2,0.263,0.4,0.111,0.289,0.75,0.337
132,Emmanuel Mudiay\mudiaem01,19,DEN,NBA,2015-16,68,66,30.4,4.8,13.3,3.8,9.9,1.1,3.4,2.1,3.1,0.5,2.9,3.4,5.5,1,0.5,3.2,2.1,12.8,0.364,0.379,0.319,0.404,0.67,0.437
133,Xavier Munford\munfoxa02,23,MEM,NBA,2015-16,14,0,17.4,2.3,5.5,1.6,3.9,0.6,1.6,0.5,1,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,5.7,0.416,0.426,0.391,0.474,0.5,0.481
134,Larry Nance\nancela02,23,LAL,NBA,2015-16,63,22,20.1,2.5,4.8,2.5,4.6,0,0.2,0.5,0.7,1.6,3.3,5,0.7,0.9,0.4,0.7,2,5.5,0.527,0.541,0.1,0.528,0.681,0.544
135,Raul Neto\netora01,23,UTA,NBA,2015-16,81,53,18.5,2.2,5.2,1.4,3.2,0.8,2,0.6,0.9,0.2,1.3,1.5,2.1,0.8,0,1.3,1.5,5.9,0.431,0.453,0.395,0.507,0.743,0.53
136,J.J. O'Brien\obriejj01,23,UTA,NBA,2015-16,2,0,3,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,,0,,0
137,Jahlil Okafor\okafoja01,20,PHI,NBA,2015-16,53,48,30,7.5,14.7,7.5,14.6,0,0.1,2.5,3.7,2.3,4.7,7,1.2,0.4,1.2,2.3,2.6,17.5,0.508,0.511,0.167,0.509,0.686,0.536
138,Kelly Oubre\oubreke01,20,WAS,NBA,2015-16,63,9,10.7,1.4,3.3,1,2.1,0.4,1.3,0.5,0.8,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7,0.427,0.492,0.316,0.486,0.633,0.507
139,Lamar Patterson\pattela01,24,ATL,NBA,2015-16,35,0,11.3,0.8,2.3,0.5,0.9,0.3,1.4,0.5,0.6,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.4,0.35,0.516,0.245,0.425,0.727,0.468
140,Cameron Payne\payneca01,21,OKC,NBA,2015-16,57,1,12.2,2,4.9,1.4,2.9,0.6,1.9,0.3,0.4,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5,0.41,0.467,0.324,0.475,0.792,0.49
141,Tibor Pleiss\pleisti01,26,UTA,NBA,2015-16,12,0,6.8,0.9,2.1,0.9,1.9,0,0.2,0.2,0.2,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2,0.44,0.478,0,0.44,1,0.464
142,Bobby Portis\portibo01,20,CHI,NBA,2015-16,62,4,17.8,3,7,2.7,6.2,0.3,0.8,0.8,1.1,2,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7,0.427,0.443,0.308,0.445,0.727,0.469
143,Kristaps Porzingis\porzikr01,20,NYK,NBA,2015-16,72,72,28.4,5.2,12.3,4.1,8.9,1.1,3.4,2.8,3.3,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3,0.421,0.454,0.333,0.467,0.838,0.518
144,Norman Powell\powelno01,22,TOR,NBA,2015-16,49,24,14.8,2,4.7,1.2,2.9,0.7,1.8,0.9,1.1,0.3,1.9,2.3,1,0.6,0.2,0.7,1.2,5.6,0.424,0.436,0.404,0.502,0.811,0.541
145,Willie Reed\reedwi02,25,BRK,NBA,2015-16,39,2,10.9,1.9,3.4,1.9,3.4,0,0,0.8,1.4,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,4.7,0.571,0.571,,0.571,0.545,0.579
146,Josh Richardson\richajo01,22,MIA,NBA,2015-16,52,2,21.3,2.4,5.2,1.3,3,1,2.2,0.8,1.2,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6,0.452,0.446,0.461,0.55,0.667,0.569
147,Terry Rozier\roziete01,21,BOS,NBA,2015-16,39,0,8,0.7,2.7,0.6,2,0.2,0.7,0.2,0.3,0.6,1,1.6,0.9,0.2,0,0.5,0.6,1.8,0.274,0.291,0.222,0.302,0.8,0.326
148,D'Angelo Russell\russeda01,19,LAL,NBA,2015-16,80,48,28.2,4.9,12,3.3,7.3,1.6,4.6,1.8,2.4,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2,0.41,0.447,0.351,0.478,0.737,0.507
149,Jonathon Simmons\simmojo02,26,SAS,NBA,2015-16,55,2,14.8,2.2,4.4,1.9,3.5,0.3,0.9,1.3,1.7,0.3,1.5,1.7,1.1,0.4,0.1,1,1.9,6,0.504,0.533,0.383,0.541,0.75,0.586
150,Alex Stepheson\stephal01,28,TOT,NBA,2015-16,8,0,9.1,1.1,3.4,1.1,3.4,0,0,0.5,1.5,2.4,1.1,3.5,0.3,0.1,0.6,0,1.5,2.8,0.333,0.333,,0.333,0.333,0.341
151,Edy Tavares\tavarwa01,23,ATL,NBA,2015-16,11,0,6.6,1,1.7,1,1.7,0,0,0.3,0.7,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3,0.579,0.579,,0.579,0.375,0.555
152,Axel Toupane\toupaax01,23,DEN,NBA,2015-16,21,0,14.5,1.2,3.3,0.6,1.4,0.6,1.9,0.6,0.8,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,3.6,0.357,0.4,0.325,0.45,0.765,0.49
153,Karl-Anthony Towns\townska01,20,MIN,NBA,2015-16,82,82,32,7.6,14.1,7.3,13,0.4,1.1,2.7,3.4,2.8,7.7,10.5,2,0.7,1.7,2.2,3,18.3,0.542,0.559,0.341,0.555,0.811,0.59
154,Myles Turner\turnemy01,19,IND,NBA,2015-16,60,30,22.8,4.4,8.8,4.4,8.6,0.1,0.2,1.5,2,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3,0.498,0.506,0.214,0.501,0.727,0.531
155,Rashad Vaughn\vaughra01,19,MIL,NBA,2015-16,70,6,14.3,1.2,3.8,0.5,1.7,0.6,2.1,0.2,0.2,0.2,1.1,1.3,0.6,0.4,0.2,0.4,1,3.1,0.305,0.319,0.293,0.385,0.8,0.398
156,Briante Weber\weberbr01,23,TOT,NBA,2015-16,7,4,24.1,2,5.6,2,4.9,0,0.7,0.4,0.6,1.1,2.4,3.6,3,1.3,0.4,1.3,1.7,4.4,0.359,0.412,0,0.359,0.75,0.38
157,Alan Williams\willial03,23,PHO,NBA,2015-16,10,0,6.8,1,2.4,1,2.4,0,0,0.9,1.4,1.4,2.4,3.8,0.5,0.4,0.5,0.6,1.5,2.9,0.417,0.417,,0.417,0.643,0.481
158,Justise Winslow\winslju01,19,MIA,NBA,2015-16,78,8,28.6,2.5,5.9,2.1,4.4,0.4,1.5,1,1.5,1,4.1,5.2,1.5,0.9,0.3,1.2,2.4,6.4,0.422,0.471,0.276,0.457,0.684,0.489
159,Christian Wood\woodch01,20,PHI,NBA,2015-16,17,0,8.5,1.3,3.1,1.1,2.5,0.2,0.6,0.8,1.2,0.8,1.5,2.2,0.2,0.3,0.4,0.1,0.6,3.6,0.415,0.429,0.364,0.453,0.619,0.49
160,Delon Wright\wrighde01,23,TOR,NBA,2015-16,27,1,8.5,1.3,3,1.1,2.5,0.2,0.5,1,1.3,0.3,1.1,1.4,1.1,0.3,0.1,0.6,0.3,3.8,0.45,0.463,0.385,0.481,0.743,0.54
161,Joe Young\youngjo01,23,IND,NBA,2015-16,41,0,9.4,1.5,4.1,1.3,3,0.2,1.1,0.5,0.6,0.1,1.1,1.2,1.6,0.4,0,0.8,0.7,3.8,0.367,0.423,0.217,0.396,0.8,0.428
162,Jordan Adams\adamsjo01,20,MEM,NBA,2014-15,30,0,8.3,1.2,2.9,0.8,2,0.3,0.8,0.5,0.8,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1,0.407,0.41,0.4,0.465,0.609,0.489
163,Furkan Aldemir\aldemfu01,23,PHI,NBA,2014-15,41,9,13.2,1,1.9,1,1.8,0,0.1,0.3,0.7,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,0.513,0.548,0,0.513,0.481,0.517
164,Kyle Anderson\anderky01,21,SAS,NBA,2014-15,33,8,10.8,0.9,2.7,0.8,2.4,0.1,0.3,0.3,0.4,0.2,2,2.2,0.8,0.5,0.2,0.3,0.8,2.2,0.348,0.359,0.273,0.365,0.643,0.389
165,Cameron Bairstow\bairsca01,24,CHI,NBA,2014-15,18,1,3.6,0.2,0.8,0.2,0.8,0,0,0.2,0.3,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,0.214,0.214,,0.214,0.8,0.309
166,Jerrelle Benimon\benimje01,23,UTA,NBA,2014-15,2,0,1.5,0,0,0,0,0,0,0,0,0.5,1,1.5,0,0,0,0.5,0,0,,,,,,
167,Sim Bhullar\bhullsi01,22,SAC,NBA,2014-15,3,0,1,0.3,0.7,0.3,0.7,0,0,0,0,0,0.3,0.3,0.3,0,0.3,0,0,0.7,0.5,0.5,,0.5,,0.5
168,Tarik Black\blackta01,23,TOT,NBA,2014-15,63,39,19,2.5,4.3,2.5,4.3,0,0,1,1.9,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6,0.575,0.577,0,0.575,0.551,0.583
169,Bojan Bogdanovic\bogdabo02,25,BRK,NBA,2014-15,78,28,23.8,3.3,7.4,2.2,4.1,1.2,3.3,1.1,1.4,0.6,2.1,2.7,0.9,0.4,0.1,1,1.3,9,0.453,0.531,0.355,0.532,0.821,0.562
170,Jabari Brown\brownja01,22,LAL,NBA,2014-15,19,5,29.9,3.7,8.9,2.5,5.7,1.2,3.3,3.4,4.5,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9,0.412,0.435,0.371,0.479,0.753,0.547
171,Markel Brown\brownma02,23,BRK,NBA,2014-15,47,29,16.6,1.6,4.5,1.3,3.1,0.4,1.4,1,1.2,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6,0.362,0.404,0.266,0.402,0.825,0.459
172,Bruno Caboclo\cabocbr01,19,TOR,NBA,2014-15,8,0,2.9,0.5,1.5,0.3,1.1,0.3,0.4,0,0,0.1,0.1,0.3,0,0,0.1,0.5,0.4,1.3,0.333,0.222,0.667,0.417,,0.417
173,Clint Capela\capelca01,20,HOU,NBA,2014-15,12,0,7.5,1.2,2.4,1.2,2.4,0,0,0.3,1.9,0.8,2.2,3,0.2,0.1,0.8,0.4,1.2,2.7,0.483,0.483,,0.483,0.174,0.409
174,Will Cherry\cherrwi01,23,CLE,NBA,2014-15,8,0,8.6,0.6,2.4,0.4,1.3,0.3,1.1,0.4,0.8,0.1,0.5,0.6,1,0.8,0.1,0.5,1.3,1.9,0.263,0.3,0.222,0.316,0.5,0.347
175,Patrick Christopher\chrispa01,26,UTA,NBA,2014-15,4,1,7.3,0.8,3,0.8,2,0,1,0,0,0.5,1,1.5,0,0.3,0,0.3,1.5,1.5,0.25,0.375,0,0.25,,0.25
176,Jordan Clarkson\clarkjo01,22,LAL,NBA,2014-15,59,38,25,4.5,10.1,3.9,8.1,0.6,2.1,2.2,2.7,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,0.448,0.482,0.314,0.48,0.829,0.528
177,Jack Cooley\cooleja01,23,UTA,NBA,2014-15,16,0,5.4,0.6,1.4,0.6,1.4,0,0,0.6,1.3,0.6,0.9,1.6,0.1,0.4,0.2,0.2,1.4,1.7,0.409,0.409,,0.409,0.429,0.432
178,Bryce Cotton\cottobr01,22,UTA,NBA,2014-15,15,0,10.6,1.9,4.6,1.5,3.3,0.5,1.3,1,1.2,0.2,1,1.2,1,0.3,0,0.8,0.4,5.3,0.42,0.449,0.35,0.471,0.833,0.52
179,Andre Dawkins\dawkian01,23,MIA,NBA,2014-15,4,0,5.5,0.3,1.5,0,0,0.3,1.5,0,0,0,0.5,0.5,0.3,0,0,0.3,0.8,0.8,0.167,,0.167,0.25,,0.25
180,Spencer Dinwiddie\dinwisp01,21,DET,NBA,2014-15,34,1,13.4,1.5,5,1.1,3.1,0.4,1.9,0.9,1,0.1,1.3,1.4,3.1,0.6,0.2,1,1.6,4.3,0.302,0.375,0.185,0.337,0.912,0.394
181,Zoran Dragic\dragizo01,25,TOT,NBA,2014-15,16,1,4.7,0.7,1.9,0.5,1,0.2,0.9,0.2,0.3,0.3,0.2,0.5,0.3,0.1,0,0.3,0.4,1.8,0.367,0.5,0.214,0.417,0.6,0.435
182,Larry Drew\drewla02,24,PHI,NBA,2014-15,12,1,18.3,1.7,4.8,1.3,2.7,0.3,2.2,0.2,0.3,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8,0.345,0.5,0.154,0.379,0.667,0.388
183,Cleanthony Early\earlycl01,23,NYK,NBA,2014-15,39,7,16.6,1.9,5.5,1.4,3.3,0.6,2.2,0.9,1.2,0.6,1.9,2.5,0.9,0.6,0.3,1,1.5,5.4,0.355,0.415,0.262,0.407,0.75,0.447
184,James Ennis\ennisja01,24,MIA,NBA,2014-15,62,3,17,1.6,4,1.1,2.5,0.5,1.5,1.3,1.5,0.8,2,2.8,0.8,0.4,0.3,0.6,1.4,5,0.409,0.461,0.326,0.472,0.84,0.541
185,Tyler Ennis\ennisty01,20,TOT,NBA,2014-15,33,1,12.5,1.6,4.4,1.2,3.1,0.4,1.3,0.2,0.2,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,0.361,0.396,0.279,0.403,0.714,0.411
186,Dante Exum\exumda01,19,UTA,NBA,2014-15,82,41,22.2,1.8,5.1,0.8,1.9,1,3.2,0.2,0.4,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,0.349,0.408,0.314,0.448,0.625,0.457
187,Tim Frazier\fraziti01,24,TOT,NBA,2014-15,11,3,21.7,1.9,5.5,1.5,4,0.5,1.5,0.9,1.9,0.5,2,2.5,5.5,0.7,0,2.3,2.4,5.2,0.344,0.364,0.294,0.385,0.476,0.406
188,Langston Galloway\gallola01,23,NYK,NBA,2014-15,45,41,32.4,4.5,11.4,3.2,7.4,1.4,3.9,1.4,1.7,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,0.399,0.424,0.352,0.46,0.808,0.489
189,Aaron Gordon\gordoaa01,19,ORL,NBA,2014-15,47,8,17,2,4.4,1.7,3.4,0.3,1,0.9,1.3,1,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,0.447,0.5,0.271,0.478,0.721,0.517
190,Drew Gordon\gordodr01,24,PHI,NBA,2014-15,9,0,7.9,0.9,2.1,0.9,1.8,0,0.3,0.1,0.2,0.8,1.2,2,0.2,0.1,0,0.9,0.8,1.9,0.421,0.5,0,0.421,0.5,0.428
191,Jerami Grant\grantje01,20,PHI,NBA,2014-15,65,11,21.2,1.9,5.4,1.2,3,0.8,2.4,1.8,3,0.8,2.3,3,1.2,0.6,1,1.3,2.2,6.3,0.352,0.383,0.314,0.422,0.591,0.47
192,Erick Green\greener01,23,DEN,NBA,2014-15,43,1,9.5,1.4,3.8,1.1,2.7,0.3,1.1,0.2,0.3,0.2,0.6,0.7,0.9,0.3,0,0.3,0.6,3.4,0.377,0.409,0.298,0.42,0.833,0.436
193,JaMychal Green\greenja01,24,TOT,NBA,2014-15,24,1,6.8,1.1,2,1.1,1.7,0,0.3,0.3,0.4,0.8,1.1,1.9,0.2,0.2,0.2,0.6,1,2.6,0.574,0.659,0,0.574,0.8,0.603
194,P.J. Hairston\hairspj02,22,CHO,NBA,2014-15,45,2,15.3,1.9,6,0.8,2.4,1.1,3.6,0.7,0.8,0.5,1.6,2,0.5,0.5,0.3,0.5,1.4,5.6,0.323,0.358,0.301,0.414,0.861,0.446
195,Gary Harris\harriga01,20,DEN,NBA,2014-15,55,6,13.1,1.2,3.9,0.8,2.1,0.4,1.9,0.6,0.9,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,0.304,0.395,0.204,0.353,0.745,0.395
196,Joe Harris\harrijo01,23,CLE,NBA,2014-15,51,1,9.7,0.9,2.4,0.3,0.7,0.6,1.6,0.2,0.3,0.1,0.7,0.8,0.5,0.1,0,0.5,1.2,2.7,0.4,0.472,0.369,0.529,0.6,0.537
197,Rodney Hood\hoodro01,22,UTA,NBA,2014-15,50,21,21.3,3.1,7.5,1.9,4.1,1.2,3.4,1.2,1.6,0.2,2.2,2.3,1.7,0.6,0.2,0.9,2.4,8.7,0.414,0.456,0.365,0.497,0.763,0.529
198,Joe Ingles\inglejo01,27,UTA,NBA,2014-15,79,32,21.2,1.9,4.5,0.9,1.9,0.9,2.6,0.4,0.5,0.3,1.9,2.2,2.3,0.9,0.1,1.2,1.6,5,0.415,0.493,0.356,0.517,0.75,0.533
199,Cory Jefferson\jeffeco01,24,BRK,NBA,2014-15,50,1,10.6,1.5,3.3,1.5,3,0,0.3,0.6,1.1,0.9,2,2.9,0.3,0.2,0.4,0.4,1.2,3.7,0.449,0.48,0.133,0.455,0.574,0.48
200,Grant Jerrett\jerregr01,21,TOT,NBA,2014-15,8,0,6.4,0.9,3.3,0.8,1.4,0.1,1.9,0.1,0.1,0.3,0.9,1.1,0.4,0.3,0.3,0.4,1.4,2,0.269,0.545,0.067,0.288,1,0.303
201,Nick Johnson\johnsni01,22,HOU,NBA,2014-15,28,0,9.4,0.9,2.7,0.8,1.9,0.2,0.8,0.6,0.9,0.5,0.9,1.4,0.4,0.3,0.1,0.7,1.2,2.6,0.347,0.389,0.238,0.38,0.68,0.43
202,Tyler Johnson\johnsty01,22,MIA,NBA,2014-15,32,2,18.8,2.2,5.2,1.6,3.7,0.6,1.5,1,1.5,0.4,2.1,2.5,1.3,1,0.3,0.9,1.3,5.9,0.419,0.437,0.375,0.473,0.681,0.506
203,Sean Kilpatrick\kilpase01,25,MIN,NBA,2014-15,4,0,18,1.8,5,0.8,1.8,1,3.3,1,1,0.3,1.3,1.5,1,0.8,0,0.5,0.8,5.5,0.35,0.429,0.308,0.45,1,0.506
204,Alex Kirk\kirkal01,23,CLE,NBA,2014-15,5,0,2.8,0.2,0.8,0.2,0.8,0,0,0.4,0.4,0.2,0,0.2,0.2,0,0,0,0.2,0.8,0.25,0.25,,0.25,1,0.41
205,Joffrey Lauvergne\lauvejo01,23,DEN,NBA,2014-15,24,1,11.2,1.5,3.7,1.4,3,0.1,0.7,0.8,1.2,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9,0.404,0.452,0.188,0.421,0.643,0.459
206,Zach LaVine\lavinza01,19,MIN,NBA,2014-15,77,40,24.7,3.7,8.8,3,6.6,0.7,2.2,1.9,2.3,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1,0.422,0.449,0.341,0.465,0.842,0.515
207,Kalin Lucas\lucaska01,25,MEM,NBA,2014-15,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,,0
